# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
34 330 1968 6.44457e-05 5.10829e-05 2.9508e-05
35 340 1967 5.86546e-05 4.78016e-05 2.76108e-05
36 350 1966 5.4207e-05 4.83715e-05 2.56887e-05
37 360 1965 5.16905e-05 5.26751e-05 2.4168e-05
38 370 1964 4.88028e-05 6.13974e-05 2.23888e-05
39 380 1963 4.27532e-05 7.4547e-05 2.00311e-05
40 390 1962 3.30759e-05 8.88074e-05 1.77658e-05
41 400 1961 2.16963e-05 9.87134e-05 1.58803e-05
42 410 1960 1.08058e-05 0.000101225 1.33027e-05
43 420 1959 1.91267e-06 9.89554e-05 9.1599e-06
44 430 1958 -3.86262e-06 9.70952e-05 4.24571e-06
45 440 1957 -7.21117e-06 9.81804e-05 9.06113e-07
46 450 1956 -1.10154e-05 0.000100938 1.11865e-06
47 460 1955 -1.83856e-05 0.000103582 4.56598e-06
48 470 1954 -3.02441e-05 0.000105901 9.49522e-06
49 480 1953 -4.3533e-05 0.00010776 1.39617e-05
50 490 1952 -5.35146e-05 0.000108796 1.57262e-05
51 500 1951 -5.82405e-05 0.000108726 1.34977e-05
52 510 1950 -5.95986e-05 0.000106572 8.80408e-06
53 520 1949 -6.11492e-05 0.000100756 5.1913e-06
54 530 1948 -6.56725e-05 9.1897e-05 5.1369e-06
55 540 1947 -7.38844e-05 8.31033e-05 7.49231e-06
56 550 1946 -8.3322e-05 7.58738e-05 8.53112e-06
57 560 1945 -9.0481e-05 6.88576e-05 6.841e-06
58 570 1944 -9.39239e-05 6.06407e-05 5.96012e-06
59 580 1943 -9.49108e-05 5.17939e-05 9.76332e-06
60 590 1942 -9.66781e-05 4.46248e-05 1.70011e-05
61 600 1941 -0.000101445 4.12955e-05 2.30705e-05
62 610 1940 -0.000107881 4.13645e-05 2.64384e-05
63 620 1939 -0.000113023 4.22982e-05 3.01115e-05
64 630 1938 -0.000115369 4.27447e-05 3.64568e-05
65 640 1937 -0.00011561 4.36626e-05 4.39786e-05
66 650 1936 -0.000115051 4.61868e-05 5.04522e-05
67 660 1935 -0.000114128 5.02839e-05 5.62267e-05
68 670 1934 -0.000111976 5.48379e-05 6.25031e-05
69 680 1933 -0.000106878 5.81677e-05 6.80293e-05
70 690 1932 -9.87583e-05 5.92705e-05 6.9421e-05
71 700 1931 -9.09084e-05 5.89143e-05 6.44643e-05
72 710 1930 -8.71989e-05 5.82817e-05 5.43055e-05
73 720 1929 -8.82802e-05 5.64322e-05 4.21482e-05
74 730 1928 -9.17361e-05 5.13356e-05 3.05719e-05
75 740 1927 -9.5248e-05 4.36383e-05 2.07278e-05
76 750 1926 -9.8584e-05 3.65316e-05 1.25662e-05
77 760 1925 -0.000101776 3.11857e-05 4.90187e-06
78 770 1924 -0.000104081 2.61655e-05 -3.6576e-06
79 780 1923 -0.000105952 2.08765e-05 -1.30258e-05
80 790 1922 -0.000108354 1.62483e-05 -2.05841e-05
81 800 1921 -0.000109549 1.24201e-05 -2.4098e-05
82 810 1920 -0.000107042 8.61671e-06 -2.44315e-05
83 820 1919 -0.000102058 4.80804e-06 -2.42519e-05
84 830 1918 -9.91993e-05 2.58321e-06 -2.50811e-05
85 840 1917 -0.000101698 4.05236e-06 -2.61657e-05
86 850 1916 -0.000107756 9.78189e-06 -2.54395e-05
87 860 1915 -0.000112787 1.76305e-05 -2.13952e-05
88 870 1914 -0.000113757 2.41317e-05 -1.53156e-05
89 880 1913 -0.00011016 2.72326e-05 -1.1354e-05
90 890 1912 -0.000102675 2.80016e-05 -1.29483e-05
91 900 1911 -9.28201e-05 3.01693e-05 -1.95164e-05
92 910 1910 -8.37503e-05 3.7089e-05 -2.69691e-05
93 920 1909 -7.88828e-05 4.86762e-05 -3.07814e-05
94 930 1908 -7.79111e-05 6.15174e-05 -3.01818e-05
95 940 1907 -7.6813e-05 7.23954e-05 -2.90437e-05
96 950 1906 -7.29504e-05 8.12623e-05 -3.00161e-05
97 960 1905 -6.72886e-05 8.98538e-05 -2.97612e-05
98 970 1904 -6.18633e-05 9.84963e-05 -2.37393e-05
99 980 1903 -5.72434e-05 0.000105681 -1.32843e-05
100 990 1902 -5.2916e-05 0.000110035 -4.44412e-06
101 1000 1901 -4.97647e-05 0.000111199 -1.52831e-06
102 1010 1900 -4.9723e-05 0.000108964 -3.24921e-06
103 1020 1899 -5.2594e-05 0.000103762 -4.33252e-06
104 1030 1898 -5.51754e-05 9.7208e-05 -5.08771e-07
105 1040 1897 -5.4929e-05 9.0849e-05 7.79241e-06
106 1050 1896 -5.39185e-05 8.57069e-05 1.67653e-05
107 1060 1895 -5.59675e-05 8.25966e-05 2.38494e-05
108 1070 1894 -6.19532e-05 8.09206e-05 2.89979e-05
109 1080 1893 -6.9367e-05 7.8189e-05 3.20166e-05
110 1090 1892 -7.43922e-05 7.28355e-05 3.2482e-05
111 1100 1891 -7.49376e-05 6.66432e-05 3.15652e-05
112 1110 1890 -7.23254e-05 6.21575e-05 3.05208e-05
113 1120 1889 -6.97216e-05 5.89384e-05 2.8205e-05
114 1130 1888 -6.86131e-05 5.40735e-05 2.23008e-05
115 1140 1887 -6.76042e-05 4.62026e-05 1.34491e-05
116 1150 1886 -6.55449e-05 3.70169e-05 6.55069e-06
117 1160 1885 -6.39846e-05 2.94349e-05 5.48534e-06
118 1170 1884 -6.41347e-05 2.53607e-05 8.33842e-06
119 1180 1883 -6.51088e-05 2.39087e-05 1.0258e-05
120 1190 1882 -6.63821e-05 2.17559e-05 8.4642e-06
121 1200 1881 -6.74296e-05 1.6408e-05 2.21463e-06
122 1210 1880 -6.70369e-05 8.87101e-06 -8.63976e-06
123 1220 1879 -6.45514e-05 3.44939e-06 -2.19176e-05
124 1230 1878 -5.96376e-05 3.50175e-06 -3.36916e-05
125 1240 1877 -5.10462e-05 6.30649e-06 -4.20849e-05
126 1250 1876 -3.87455e-05 6.07233e-06 -4.79656e-05
127 1260 1875 -2.65821e-05 1.62993e-07 -5.22141e-05
128 1270 1874 -1.85236e-05 -1.0086e-05 -5.37413e-05
129 1280 1873 -1.32868e-05 -2.11016e-05 -5.22421e-05
130 1290 1872 -7.41602e-06 -2.94826e-05 -5.13165e-05
131 1300 1871 -1.63447e-06 -3.56257e-05 -5.62184e-05
132 1310 1870 -4.7703e-07 -4.29987e-05 -6.80461e-05
133 1320 1869 -5.55077e-06 -5.28663e-05 -8.14661e-05
134 1330 1868 -1.1643e-05 -6.15532e-05 -8.95031e-05
135 1340 1867 -1.24183e-05 -6.43778e-05 -8.91968e-05
136 1350 1866 -7.12407e-06 -6.06619e-05 -8.26266e-05
137 1360 1865 8.38598e-07 -5.32275e-05 -7.41134e-05
138 1370 1864 7.26953e-06 -4.49891e-05 -6.71265e-05
139 1380 1863 9.48213e-06 -3.72696e-05 -6.27542e-05
140 1390 1862 8.05939e-06 -2.95904e-05 -5.99042e-05
141 1400 1861 7.03037e-06 -2.08556e-05 -5.71491e-05
142 1410 1860 1.17113e-05 -1.12839e-05 -5.37479e-05
143 1420 1859 2.45893e-05 -1.91824e-06 -4.95259e-05
144 1430 1858 4.26425e-05 6.91767e-06 -4.50607e-05
145 1440 1857 6.04436e-05 1.55631e-05 -4.14936e-05
146 1450 1856 7.49028e-05 2.40568e-05 -3.87976e-05
147 1460 1855 8.66567e-05 3.23652e-05 -3.47147e-05
148 1470 1854 9.77625e-05 4.0136e-05 -2.7661e-05
149 1480 1853 0.000109292 4.52829e-05 -1.95528e-05
150 1490 1852 0.00012043 4.55808e-05 -1.35964e-05
151 1500 1851 0.000129342 4.20468e-05 -9.79045e-06
152 1510 1850 0.00013561 3.83087e-05 -4.8326e-06
153 1520 1849 0.000140882 3.54287e-05 3.45681e-06
154 1530 1848 0.000146051 3.12652e-05 1.37136e-05
155 1540 1847 0.000149063 2.56379e-05 2.36152e-05
156 1550 1846 0.000147138 2.06672e-05 3.38497e-05
157 1560 1845 0.000141147 1.65007e-05 4.78453e-05
158 1570 1844 0.000136429 1.16959e-05 6.67415e-05
159 1580 1843 0.000136655 6.55373e-06 8.64759e-05
160 1590 1842 0.00013859 2.77838e-06 0.000100588
161 1600 1841 0.000136155 1.41446e-06 0.000105603
162 1610 1840 0.000128567 2.88595e-06 0.000104806
163 1620 1839 0.00012108 6.64996e-06 0.000105489
164 1630 1838 0.000117562 1.14977e-05 0.000111285
165 1640 1837 0.000116122 1.66081e-05 0.000119863
166 1650 1836 0.000112765 2.16249e-05 0.000128109
167 1660 1835 0.000105066 2.53614e-05 0.000136053
168 1670 1834 9.38719e-05 2.59408e-05 0.000144392
169 1680 1833 8.35661e-05 2.31826e-05 0.000151528
170 1690 1832 7.67622e-05 1.82446e-05 0.000156697
171 1700 1831 7.15342e-05 1.22237e-05 0.000162386
172 1710 1830 6.4723e-05 6.26735e-06 0.000170225
173 1720 1829 5.55257e-05 1.14158e-06 0.000177855
174 1730 1828 4.58236e-05 -3.44972e-06 0.000182166
175 1740 1827 3.85576e-05 -7.63592e-06 0.000183503
176 1750 1826 3.39829e-05 -1.00971e-05 0.000184829
177 1760 1825 2.88068e-05 -9.39369e-06 0.000187334
178 1770 1824 2.04232e-05 -6.2301e-06 0.000189159
179 1780 1823 9.90476e-06 -2.10959e-06 0.000188012
180 1790 1822 7.60529e-07 2.54152e-06 0.000183741
181 1800 1821 -4.24922e-06 8.05894e-06 0.000178242
182 1810 1820 -4.25942e-06 1.34591e-05 0.000172896
183 1820 1819 1.548e-07 1.6187e-05 0.000167301
184 1830 1818 6.74036e-06 1.52655e-05 0.000161115
185 1840 1817 1.27836e-05 1.32471e-05 0.000154725
186 1850 1816 1.68131e-05 1.22386e-05 0.000147275
187 1860 1815 1.87127e-05 1.04218e-05 0.000136687
188 1870 1814 1.86056e-05 5.65425e-06 0.000123181
189 1880 1813 1.7545e-05 -2.48476e-07 0.000110898
190 1890 1812 1.73516e-05 -4.1974e-06 0.000103719
191 1900 1811 1.85436e-05 -6.45759e-06 0.000101743
192 1910 1810 1.95248e-05 -8.83898e-06 0.000103255
193 1920 1809 1.89378e-05 -1.15164e-05 0.000107175
194 1930 1808 1.73425e-05 -1.36465e-05 0.000112005
195 1940 1807 1.65416e-05 -1.52376e-05 0.000115009
196 1950 1806 1.78039e-05 -1.75287e-05 0.000114568
197 1960 1805 2.05226e-05 -2.21467e-05 0.000112261
198 1970 1804 2.3407e-05 -2.95545e-05 0.000110422
199 1980 1803 2.55903e-05 -3.78002e-05 0.000108768
200 1990 1802 2.59799e-05 -4.48548e-05 0.000105418
22000 200
1 0 2201 0.000705535 0.000730294 0.000728397
2 10 2200 0.000659376 0.000686114 0.000681306
3 20 2199 0.000561966 0.000591125 0.000579395
4 30 2198 0.000478633 0.00050758 0.000488698
5 40 2197 0.000431365 0.000457742 0.000434686
6 50 2196 0.000401294 0.000425821 0.000402243
7 60 2195 0.000367011 0.000392563 0.000370675
8 70 2194 0.000325698 0.000354398 0.000333135
9 80 2193 0.000286559 0.000318747 0.000293641
10 90 2192 0.000256577 0.000290668 0.000257857
11 100 2191 0.000236002 0.000267215 0.000228329
12 110 2190 0.000220941 0.000242991 0.000203627
13 120 2189 0.000207269 0.000216908 0.000180357
14 130 2188 0.000193679 0.000192235 0.000157231
15 140 2187 0.000180551 0.000172068 0.000137054
16 150 2186 0.000167474 0.000156188 0.000124143
17 160 2185 0.000153467 0.000142859 0.000119259
18 170 2184 0.000138784 0.000131813 0.00011788
19 180 2183 0.000125827 0.000123707 0.000114688
20 190 2182 0.000117034 0.000117701 0.000108595
21 200 2181 0.000111387 0.000111242 0.000101899
22 210 2180 0.000104699 0.000102632 9.6363e-05
23 220 2179 9.46197e-05 9.40476e-05 9.09176e-05
24 230 2178 8.31894e-05 8.98034e-05 8.36733e-05
25 240 2177 7.43477e-05 9.03871e-05 7.45485e-05
26 250 2176 6.95877e-05 9.10218e-05 6.44487e-05
27 260 2175 6.68556e-05 8.72255e-05 5.38231e-05
28 270 2174 6.40983e-05 7.94916e-05 4.41259e-05
29 280 2173 6.25551e-05 7.13014e-05 3.80115e-05
30 290 2172 6.48115e-05 6.48997e-05 3.61084e-05
31 300 2171 7.05476e-05 5.97747e-05 3.58673e-05
32 310 2170 7.64574e-05 5.39227e-05 3.49402e-05
33 320 2169 7.89692e-05 4.63779e-05 3.32863e-05
34 330 2168 7.67011e-05 3.85206e-05 3.10765e-05
35 340 2167 7.1817e-05 3.302e-05 2.8608e-05
36 350 2166 6.79769e-05 3.18513e-05 2.69828e-05
37 360 2165 6.64932e-05 3.59103e-05 2.59658e-05
38 370 2164 6.52697e-05 4.54978e-05 2.40978e-05
39 380 2163 6.16045e-05 5.9026e-05 2.1022e-05
40 390 2162 5.52989e-05 7.2194e-05 1.81346e-05
41 400 2161 4.79876e-05 8.02508e-05 1.66803e-05
42 410 2160 4.09072e-05 8.14932e-05 1.59219e-05
43 420 2159 3.45282e-05 7.86117e-05 1.44612e-05
44 430 2158 2.94658e-05 7.60439e-05 1.2497e-05
45 440 2157 2.53348e-05 7.6354e-05 1.16019e-05
46 450 2156 2.03133e-05 7.90558e-05 1.28706e-05
47 460 2155 1.28583e-05 8.24093e-05 1.59297e-05
48 470 2154 2.92359e-06 8.52813e-05 1.94337e-05
49 480 2153 -7.61986e-06 8.70842e-05 2.17767e-05
50 490 2152 -1.62481e-05 8.78164e-05 2.14472e-05
51 500 2151 -2.19441e-05 8.7656e-05 1.82512e-05
52 510 2150 -2.55607e-05 8.58305e-05 1.3928e-05
53 520 2149 -2.92308e-05 8.09006e-05 1.07176e-05
54 530 2148 -3.56494e-05 7.34162e-05 9.69057e-06
55 540 2147 -4.6521e-05 6.60034e-05 1.01413e-05
56 550 2146 -5.97573e-05 5.96454e-05 1.03277e-05
57 560 2145 -7.08177e-05 5.26811e-05 9.88303e-06
58 570 2144 -7.68766e-05 4.36465e-05 1.10842e-05
59 580 2143 -7.89651e-05 3.32943e-05 1.5702e-05
60 590 2142 -8.10764e-05 2.47159e-05 2.16177e-05
61 600 2141 -8.63177e-05 2.1087e-05 2.51814e-05
62 610 2140 -9.38509e-05 2.22657e-05 2.62262e-05
63 620 2139 -0.000100319 2.47607e-05 2.82852e-05
64 630 2138 -0.000103213 2.5935e-05 3.36283e-05
65 640 2137 -0.000102718 2.6707e-05 4.06547e-05
66 650 2136 -0.000100724 2.93305e-05 4.68178e-05
67 660 2135 -9.85101e-05 3.46817e-05 5.18964e-05
68 670 2134 -9.55702e-05 4.17122e-05 5.68961e-05
69 680 2133 -9.05035e-05 4.83049e-05 6.12143e-05
70 690 2132 -8.31529e-05 5.28797e-05 6.2186e-05
71 700 2131 -7.58641e-05 5.54509e-05 5.77738e-05
72 710 2130 -7.17081e-05 5.67042e-05 4.89019e-05
73 720 2129 -7.13235e-05 5.61903e-05 3.83022e-05
74 730 2128 -7.28776e-05 5.29862e-05 2.80497e-05
75 740 2127 -7.48687e-05 4.794e-05 1.89954e-05
76 750 2126 -7.76262e-05 4.33328e-05 1.14288e-05
77 760 2125 -8.12508e-05 3.9786e-05 4.98338e-06
78 770 2124 -8.45403e-05 3.63002e-05 -1.71185e-06
79 780 2123 -8.74894e-05 3.28329e-05 -9.54672e-06
80 790 2122 -9.09813e-05 3.06824e-05 -1.66998e-05
81 800 2121 -9.37008e-05 2.98068e-05 -2.04553e-05
82 810 2120 -9.3255e-05 2.81331e-05 -2.06749e-05
83 820 2119 -9.0078e-05 2.42592e-05 -1.99229e-05
84 830 2118 -8.75939e-05 1.94901e-05 -2.10501e-05
85 840 2117 -8.88623e-05 1.69515e-05 -2.40826e-05
86 850 2116 -9.35377e-05 1.89839e-05 -2.61332e-05
87 860 2115 -9.80071e-05 2.49449e-05 -2.44551e-05
88 870 2114 -9.85141e-05 3.1494e-05 -1.96208e-05
89 880 2113 -9.38007e-05 3.50364e-05 -1.60585e-05
90 890 2112 -8.52513e-05 3.47848e-05 -1.79729e-05
91 900 2111 -7.5646e-05 3.4282e-05 -2.48669e-05
92 910 2110 -6.80345e-05 3.86527e-05 -3.21268e-05
93 920 2109 -6.43664e-05 4.92354e-05 -3.52602e-05
94 930 2108 -6.32177e-05 6.2013e-05 -3.39646e-05
95 940 2107 -6.12261e-05 7.21758e-05 -3.23366e-05
96 950 2106 -5.72228e-05 7.91206e-05 -3.29406e-05
97 960 2105 -5.26134e-05 8.55146e-05 -3.24603e-05
98 970 2104 -4.86445e-05 9.28363e-05 -2.63906e-05
99 980 2103 -4.48588e-05 9.9976e-05 -1.54605e-05
100 990 2102 -4.02195e-05 0.000105127 -5.02302e-06
101 1000 2101 -3.58334e-05 0.000107214 4.74796e-07
102 1010 2100 -3.44368e-05 0.000106029 1.70778e-06
103 1020 2099 -3.67635e-05 0.000102129 3.08606e-06
104 1030 2098 -3.99526e-05 9.68081e-05 8.06958e-06
105 1040 2097 -4.11384e-05 9.12216e-05 1.57951e-05
106 1050 2096 -4.19463e-05 8.61749e-05 2.27783e-05
107 1060 2095 -4.59171e-05 8.27798e-05 2.74847e-05
108 1070 2094 -5.3734e-05 8.12754e-05 3.05383e-05
109 1080 2093 -6.28667e-05 7.95494e-05 3.15268e-05
110 1090 2092 -6.95725e-05 7.51295e-05 2.99232e-05
111 1100 2091 -7.16596e-05 6.88889e-05 2.72053e-05
112 1110 2090 -7.02596e-05 6.41624e-05 2.47635e-05
113 1120 2089 -6.84731e-05 6.20939e-05 2.16178e-05
114 1130 2088 -6.80791e-05 5.9875e-05 1.56083e-05
115 1140 2087 -6.82686e-05 5.46456e-05 7.31334e-06
116 1150 2086 -6.79279e-05 4.66668e-05 1.36383e-06
117 1160 2085 -6.7674e-05 3.857e-05 1.45476e-06
118 1170 2084 -6.82358e-05 3.29407e-05 5.76259e-06
119 1180 2083 -6.94853e-05 3.01693e-05 9.26849e-06
120 1190 2082 -7.17345e-05 2.77528e-05 8.82629e-06
121 1200 2081 -7.42484e-05 2.25097e-05 4.04032e-06
122 1210 2080 -7.51567e-05 1.42008e-05 -4.63442e-06
123 1220 2079 -7.40003e-05 6.87726e-06 -1.54653e-05
124 1230 2078 -7.12478e-05 4.79798e-06 -2.55944e-05
125 1240 2077 -6.56595e-05 6.35485e-06 -3.35382e-05
126 1250 2076 -5.61557e-05 6.12583e-06 -3.94207e-05
127 1260 2075 -4.58492e-05 1.09261e-06 -4.29509e-05
128 1270 2074 -3.89254e-05 -8.64807e-06 -4.26083e-05
129 1280 2073 -3.47939e-05 -2.08448e-05 -3.82582e-05
130 1290 2072 -3.00498e-05 -3.2174e-05 -3.44262e-05
131 1300 2071 -2.41083e-05 -4.17625e-05 -3.78551e-05
132 1310 2070 -2.05049e-05 -5.15752e-05 -5.04718e-05
133 1320 2069 -2.15336e-05 -6.22158e-05 -6.59429e-05
134 1330 2068 -2.37848e-05 -7.07558e-05 -7.58815e-05
135 1340 2067 -2.21396e-05 -7.36419e-05 -7.72805e-05
136 1350 2066 -1.58174e-05 -7.03433e-05 -7.3256e-05
137 1360 2065 -7.78466e-06 -6.29317e-05 -6.85989e-05
138 1370 2064 -1.93869e-06 -5.3845e-05 -6.60229e-05
139 1380 2063 -6.53748e-07 -4.50783e-05 -6.52676e-05
140 1390 2062 -2.84265e-06 -3.73563e-05 -6.41709e-05
141 1400 2061 -3.7087e-06 -2.9947e-05 -6.15231e-05
142 1410 2060 2.45367e-06 -2.21405e-05 -5.80567e-05
143 1420 2059 1.76055e-05 -1.38951e-05 -5.46863e-05
144 1430 2058 3.77021e-05 -5.16606e-06 -5.13244e-05
145 1440 2057 5.6542e-05 4.16889e-06 -4.77235e-05
146 1450 2056 7.06997e-05 1.34388e-05 -4.3741e-05
147 1460 2055 8.11383e-05 2.18907e-05 -3.84023e-05
148 1470 2054 9.06802e-05 2.92496e-05 -3.10523e-05
149 1480 2053 0.000100783 3.44643e-05 -2.3589e-05
150 1490 2052 0.000110159 3.6344e-05 -1.86137e-05
151 1500 2051 0.000116413 3.57978e-05 -1.52721e-05
152 1510 2050 0.000119314 3.50296e-05 -9.91213e-06
153 1520 2049 0.000121123 3.41919e-05 -9.22711e-07
154 1530 2048 0.00012309 3.18472e-05 9.36489e-06
155 1540 2047 0.000123138 2.82823e-05 1.83899e-05
156 1550 2046 0.000118503 2.49173e-05 2.71799e-05
157 1560 2045 0.000110271 2.16437e-05 3.93188e-05
158 1570 2044 0.000103826 1.77837e-05 5.63322e-05
159 1580 2043 0.000102642 1.41391e-05 7.5229e-05
160 1590 2042 0.00010329 1.20218e-05 9.01139e-05
161 1600 2041 9.96656e-05 1.18267e-05 9.66066e-05
162 1610 2040 9.12912e-05 1.37572e-05 9.64228e-05
163 1620 2039 8.38212e-05 1.77798e-05 9.61357e-05
164 1630 2038 8.12791e-05 2.3428e-05 9.99842e-05
165 1640 2037 8.14406e-05 2.96606e-05 0.000106892
166 1650 2036 7.95453e-05 3.5134e-05 0.000114544
167 1660 2035 7.28414e-05 3.88348e-05 0.000122386
168 1670 2034 6.26266e-05 4.03462e-05 0.000129611
169 1680 2033 5.3662e-05 3.99408e-05 0.000133741
170 1690 2032 4.83596e-05 3.73474e-05 0.000134971
171 1700 2031 4.41895e-05 3.19415e-05 0.000137559
172 1710 2030 3.75604e-05 2.47477e-05 0.000143567
173 1720 2029 2.79367e-05 1.8087e-05 0.000149971
174 1730 2028 1.78822e-05 1.3321e-05 0.000153406
175 1740 2027 1.08016e-05 1.07224e-05 0.000154219
176 1750 2026 6.70529e-06 1.05204e-05 0.00015505
177 1760 2025 1.70297e-06 1.23294e-05 0.000156886
178 1770 2024 -6.57243e-06 1.4426e-05 0.000158278
179 1780 2023 -1.59426e-05 1.57036e-05 0.000157665
180 1790 2022 -2.24634e-05 1.69799e-05 0.000154995
181 1800 2021 -2.4316e-05 1.98592e-05 0.000151735
182 1810 2020 -2.18487e-05 2.421e-05 0.000148825
183 1820 2019 -1.56413e-05 2.72709e-05 0.000145209
184 1830 2018 -6.4252e-06 2.67717e-05 0.000139883
185 1840 2017 4.22383e-06 2.37391e-05 0.000133427
186 1850 2016 1.3753e-05 2.02716e-05 0.000126038
187 1860 2015 1.98686e-05 1.63225e-05 0.000116607
188 1870 2014 2.18491e-05 1.11007e-05 0.000105269
189 1880 2013 2.18399e-05 5.78552e-06 9.49829e-05
190 1890 2012 2.30581e-05 1.85108e-06 8.83983e-05
191 1900 2011 2.64043e-05 -1.63225e-06 8.5096e-05
192 1910 2010 2.97916e-05 -5.89775e-06 8.39051e-05
193 1920 2009 3.11097e-05 -1.03791e-05 8.50554e-05
194 1930 2008 3.0261e-05 -1.4122e-05 8.81745e-05
195 1940 2007 2.92089e-05 -1.67934e-05 9.08578e-05
196 1950 2006 3.04858e-05 -1.90464e-05 9.10979e-05
197 1960 2005 3.40145e-05 -2.31798e-05 8.93229e-05
198 1970 2004 3.72326e-05 -3.09849e-05 8.71594e-05
199 1980 2003 3.74732e-05 -4.08133e-05 8.50719e-05
200 1990 2002 3.35835e-05 -4.93728e-05 8.21726e-05
24000 200
1 0 2401 0.000720007 0.000699097 0.000738033
2 10 2400 0.000674351 0.000654847 0.000691545
3 20 2399 0.000577653 0.000559403 0.00058979
4 30 2398 0.000494619 0.000475548 0.00049725
5 40 2397 0.000447003 0.000426362 0.000438997
6 50 2396 0.000416143 0.000396086 0.000401044
7 60 2395 0.000380857 0.00036468 0.000364237
8 70 2394 0.000338282 0.000327986 0.000322588
9 80 2393 0.000297675 0.000293235 0.000280401
10 90 2392 0.000266474 0.000265471 0.00024345
11 100 2391 0.000245295 0.000242043 0.000213937
12 110 2390 0.000230098 0.000218192 0.000189525
13 120 2389 0.000216334 0.000193388 0.000165977
14 130 2388 0.0002024 0.000170926 0.000141817
15 140 2387 0.00018907 0.000153212 0.000120354
16 150 2386 0.000176706 0.000139151 0.000106341
17 160 2385 0.000164268 0.000126945 0.000100418
18 170 2384 0.000150633 0.000117064 9.81051e-05
19 180 2383 0.000136975 0.000110778 9.48702e-05
20 190 2382 0.000126168 0.000107329 9.02721e-05
21 200 2381 0.000118764 0.000103597 8.63748e-05
22 210 2380 0.000111624 9.70771e-05 8.38213e-05
23 220 2379 0.000102212 8.92584e-05 8.04323e-05
24 230 2378 9.16761e-05 8.43506e-05 7.35727e-05
25 240 2377 8.2907e-05 8.38911e-05 6.34708e-05
26 250 2376 7.70789e-05 8.45339e-05 5.23261e-05
27 260 2375 7.29812e-05 8.21725e-05 4.16091e-05
28 270 2374 6.94564e-05 7.62577e-05 3.25145e-05
29 280 2373 6.75647e-05 6.90034e-05 2.6721e-05
30 290 2372 6.89694e-05 6.239e-05 2.43093e-05
31 300 2371 7.26169e-05 5.6396e-05 2.28504e-05
32 310 2370 7.51061e-05 4.9532e-05 2.03911e-05
33 320 2369 7.36886e-05 4.11889e-05 1.72674e-05
34 330 2368 6.81631e-05 3.29429e-05 1.38443e-05
35 340 2367 6.15017e-05 2.73856e-05 1.00065e-05
36 350 2366 5.71148e-05 2.63098e-05 6.24086e-06
37 360 2365 5.53583e-05 3.02955e-05 2.69403e-06
38 370 2364 5.35142e-05 3.94087e-05 -1.13269e-06
39 380 2363 4.89957e-05 5.21104e-05 -5.38225e-06
40 390 2362 4.22563e-05 6.43115e-05 -8.93086e-06
41 400 2361 3.55752e-05 7.15111e-05 -1.01941e-05
42 410 2360 3.01683e-05 7.22276e-05 -9.25789e-06
43 420 2359 2.58519e-05 6.92356e-05 -7.60789e-06
44 430 2358 2.24775e-05 6.67595e-05 -5.90332e-06
45 440 2357 1.9259e-05 6.70612e-05 -3.12805e-06
46 450 2356 1.46764e-05 6.96953e-05 1.65434e-06
47 460 2355 7.97808e-06 7.32047e-05 7.51438e-06
48 470 2354 -6.65187e-07 7.63427e-05 1.26035e-05
49 480 2353 -1.00887e-05 7.80277e-05 1.57399e-05
50 490 2352 -1.85547e-05 7.8248e-05 1.63938e-05
51 500 2351 -2.48949e-05 7.79526e-05 1.47654e-05
52 510 2350 -2.91508e-05 7.71353e-05 1.22218e-05
53 520 2349 -3.28318e-05 7.40252e-05 1.07393e-05
54 530 2348 -3.84569e-05 6.80009e-05 1.14897e-05
55 540 2347 -4.80824e-05 6.10668e-05 1.36889e-05
56 550 2346 -6.03827e-05 5.48012e-05 1.49063e-05
57 560 2345 -7.1424e-05 4.85015e-05 1.4139e-05
58 570 2344 -7.8393e-05 4.07846e-05 1.38073e-05
59 580 2343 -8.18152e-05 3.17523e-05 1.63371e-05
60 590 2342 -8.53312e-05 2.40933e-05 2.04197e-05
61 600 2341 -9.21041e-05 2.09512e-05 2.27691e-05
62 610 2340 -0.000101302 2.22577e-05 2.31003e-05
63 620 2339 -0.000109161 2.47616e-05 2.50183e-05
64 630 2338 -0.000112855 2.59878e-05 3.11032e-05
65 640 2337 -0.000112691 2.66602e-05 3.94478e-05
66 650 2336 -0.000110672 2.88409e-05 4.68818e-05
67 660 2335 -0.000108009 3.35954e-05 5.32061e-05
68 670 2334 -0.000104392 4.02262e-05 5.97492e-05
69 680 2333 -9.89661e-05 4.65599e-05 6.54296e-05
70 690 2332 -9.21409e-05 5.05517e-05 6.68665e-05
71 700 2331 -8.62319e-05 5.21724e-05 6.23488e-05
72 710 2330 -8.33905e-05 5.25987e-05 5.37201e-05
73 720 2329 -8.34373e-05 5.17371e-05 4.38842e-05
74 730 2328 -8.48055e-05 4.83585e-05 3.4535e-05
75 740 2327 -8.69392e-05 4.29255e-05 2.69006e-05
76 750 2326 -9.07619e-05 3.79059e-05 2.19203e-05
77 760 2325 -9.62877e-05 3.4217e-05 1.85881e-05
78 770 2324 -0.000101971 3.05746e-05 1.40768e-05
79 780 2323 -0.000107204 2.63619e-05 6.81237e-06
